,area,title,id,description,requirements
480,מרכז,SOFTWAR DEVELOPER ,328673,"לחברת סטארט-אפ אשר פיתחה פלטפורמת תוכנה בענן, Signals Playbook, ואוספת מידע ומבצעת ניתוח אוטומטי וידני לצורך הפקת תובנות מעשיות לדרגי ההנהלה בארגון, לצורך קבלת החלטות. דרוש/ה: מהנדס/ת תוכנה", 
481,מרכז,מתכנת/ת Cobol,328705,"לחברת ביטוח מובילה באזור המרכז דרוש/ה תוכניתן/ית Cobol, לתפקיד הכולל כתיבת מסכים- AS400, כתיבת מהלכי BATCH, כתיבת מהלכי ONLINE הקמת קבצים,כניסה למהלכים קיימים וטיפול בהם ויכולת עמידה בלוז.","ניסיון של לפחות שנתיים-שלוש בתחום-חובה שליטה  ב SQL הכרת as400  יתרון  הכרת db2 -  יתרון  יכולת לעבודה בצוות , ראש גדול"
482,מרכז,מפתח/ת WEB,323490,לחברה המפתחת תשתית לפיתוח אפליקציות אינטרנטיות דרוש/ה מפתח/ת מנוסה לפיתוח תשתיות וכלים בסביבת WEB תפקיד מעניין ומאתגר בצוות מובחר ובסביבה טכנולוגית מתקדמת וחדשנית! המשרה פונה לגברים ונשים כאחד,"3 שנות ניסיון בפתוח WEB לפחות - חובה  ניסיון בפתוח קליינט (HTML, CSS, JavaScript) - חובה  ניסיון בפתוח בסביבת .NET C# ברמה גבוהה - חובה ניסיון ב ANGULAR- יתרון ניסיון ב- ASP.NET MVC – יתרון משמעותי הכרות וניסיון עם תשתיות קליינט JS, במיוחד עם Sencha ExtJS & Touch - יתרון ראיה וחשיבה תשתיתית ""ברק בעיניים"" והתלהבות מטכנולוגיות חדשות יכולת עבודה עצמאית וגם כחלק מהצוות"
483,שרון,Java & Scala Developer,326660,"לחברת תקשורת גלובאלית מובילה, שנמצאת באזור השרון, דרוש/ה Java & Scala Developer, לתפקיד הכולל פיתוח לצד ה- Server.",ניסיון של לפחות שנתים בפיתוח ב- Java וב- Scala- חובה תואר ראשון רלוונטי-יתרון משמעותי ניסיון בעבודה מול ORACLE- יתרון
484,שרון,Junior Information Systems Engineer,327187,"בוגר/ת תואר ראשון בהנדסה תעשייה וניהול או במערכות מידע? זאת ההזדמנות שלך! לחברת סטארט אפ באזור השרון דרוש/ה בוגר תואר ראשון בהנדסה תעשייה וניהול או במערכות מידע שיהיה אחראי על ניהול דיווחים מלקוחות,בעל ידע טוב ב- Microsoft, עבודה עם SQL ו- NOSQL, ואנגלית ברמה גבוהה. הזדמנות להשתלב בחברה מעולה!!",בוגר תואר ראשון בהנדסה תעשייה וניהול או במערכות מידע-חובה   ידע טוב ב- Microsoft
485,מרכז,UI/UX Designer,328462,"לחברה המפתחת אפליקציה לניהול ושדרוג פניות למוקדי חירום דרוש/ה מעצב/ת UI/UX מוכשר/ת כדי ליצור חוויות משתמש מדהימות באפליקציה.במסגרת התפקיד: שיתוף פעולה עם צוות העיצוב, מנהל קריאייטיב, ניהול מוצר והנדסההגדרה ויישום  פתרונות חדשניים יצירת wireframes, תזרימי תהליך ותזרימים למשתמש ואתר ממפהתקשור רעיונות אינטראקציה ועיצוב ביעילותקידום הנחיות עיצוב, שיטות עבודה מומלצות ותקנים ","ניסיון מוכח ב- UIניסיון ב- wireframes בקיאות ב- Photoshop, Illustrator (InDesign - יתרון)מיומנויות אנימציות - יתרוןמיומנויות בעיצוב חזותי מצוין עם רגישות אינטראקציה עם המשתמש-מערכתהיכולת לפתור בעיות באופן יצירתי וביעילותהתעדכנות עם מגמות UI האחרונות, טכניקות וטכנולוגיותכישורי עיצוב אתרים - יתרון"
486,שרון,Senior Java Developer,322574,"לחברה מצוינת, היושבת בהרצליה - קיימת משנת 1996 - מונה מעל 100 עובדים דרוש/ה Senior Java Developer","תואר בהנדסת תוכנהלפחות 4 שנות ניסיון בפיתוח JAVAמומחה בגרסת 1.6 של JAVA לפחותפיתוח ואפיון לפי דרישות הלקוחתמיכה ושימור פרויקטי תוכנה, וזיהוי פתרון בעיות לקוחניסיון עם מערכת Unix/POSIX-יתרוןהכרות עם -Ant, Tomcat, Hibernate, JUnit, JBoss, RMI, and JDBC/SQLהכרות עם NETWORKING יתרוןלמשרות נוספות בתחום Java Developer "
487,מרכז,Senior Front-End,328587,לחברת הזנק מושקעת בעלת גב כלכלי חזק המספקת פתרון SAAS-Software as a service דרוש/ה: מפתח/ת צד לקוח בכיר/ה," 4+ years experience developing rich, large-scale web applications.Expert knowledge of JavaScript, HTML5, CSS3 and related web technologies. Experience with modern front-end technologies, including Angular.js.Experience building RESTful API client.Experience in developing responsive UI.BSc in computer sciences or equivalent..NET and C# developmentWriting client side unit testsAgile methodologyExperience from a startup company "
488,מרכז,Java Developer,328583,"חברת הייטק גדולה, יציבה, ריווחית, אשר מספקת מערכות מבוססות תוכנה לניתוח נתונים בתחום האינטליגנציה העסקית (BI), מעוניינת לגייס לשורותיה Java Developer לפיתוח מוצר חדש בצד ה- SERVER","תואר ראשון במדעי המחשב/הנדסת תוכנה - חובה לפחות 3 שנות ניסיון ב JAVA/J2EEניסיון בפיתוח צד ה- SERVER ניסיון בעבודה מול DATA BASE , כתיבת שאילתות SQL רקע מיחידה צבאית טכנולוגית - יתרוןלמשרות נוספות בתחום Java Developer "
489,מרכז,QA \ Automation Engineer,QA \ Automation Engineer,"מפתח בדיקות אוטומציה ובדיקות ידניות של יישומים לניידים iOS / Android, כתיבת מקרי מבחן ותרחישים הבדיקה,  עבודה בשיתוף פעולה הדוק עם יזמי מנהל מוצר, מעורבות במחזור החיים של פיתוח אפליקציה לנייד.","• 2+ שנות ניסיון בדיקה ידנית / אוטומטית כולל כתיבת STD, STP, STR.• ידע בפיתוח בדיקות אוטומציה לנייד.• ניסיון עם Sniffers \ באגים (WireShark \ כנר וכו ').• אנגלית ברמה גבוהה• מיומנויות עבודת צוות מעולה.• BA / B.Sc תואר ממוסד אקדמי.יתרונות:• הבנה של רשתות מחשבים.• ניסיון בחברות סטארט-אפ.• ידע בכתיבת סקריפטים bash ותכנות בשפות OOP.• ניסיון בדיקות אוטומטיות, תכנון וביצוע.• ניסיון עם סקריפטים ADB.• בדיקות אוטומטיות לנייד עם שירות מבוסס ענן (AWS Device Farm, applause etc)"
490,מרכז,Senior Android Developer,328474,לחברה סטארט-אפ מובילה דרוש/ה Senior Android Developer לתכנון ויישום ארכיטקטורת Android  עבור טכנולוגיה שנועדה לשדרג פניות למוקדי חירום.,"+3 שנות ניסיון מעשי באנדרואיד SDK ופיתוח עם Apps ב- Play Store.    הבנה מעמיקה של מערכת Android:  framework    נסיון בפיתוח בשפות OOP ונסיון עם  Design Patterns  כמו  JAVA, SCALA, ++Cׂ      ידע וניסיון נרחב עם multi-threading and concurrency in Android    בוגר מדעי המחשב, הנדסת תוכנה או יחידת המודיעין עלית    מפתח מיומן ועצמאי שמסוגל לחקור ולטפל במשימות הנדסה ופיתוח מאתגרות.     ניסיון בפיתוח לאנדרואיד.-יתרון    נסיון בוידאו אינטראקטיבי / הזרמת אודיו (VoIP) ב Android. - יתרון    ניסיון עם פיתוח NDK. - יתרון"
491,מרכז,Software Developer,277010,לחברה גולבאלית העוסקת בתחום המכשור הרפואי דרוש/ה מפתח/ת תוכנה מדובר על חברה מבוססת ויציבה.,תואר במדעי המחשב\יוצא יחידה טכנולוגיות\תואר רלוונטי אחר בתחום 3-5 שנות ניסיון בפיתוח C# ׁובשפת C++ ניסיון במתודולוגיית עבודה AGILE
492,שפלה,מהנדס/ת תוכנה,321899,"חברה סופר מעניינת, אשר יושבת ברחובות ומפתחת טכנולוגיה חדשנית לאבחון הפרעות קשב וריכוז, מעוניינת לגייס מהנדס/ת תוכנה, בכפיפות ל- CTO.","2 ש""נ לפחות בפיתוח PHPניסיון בפיתוח צד CLIENT תוך שימוש ב-  HTML/CSS/JavaScript/JQuery Relational Databases Linux/Ubuntu Apache Git/GitHub  "
493,מרכז,Full Stack Developer,328538,"לSU חדשני בעולם הסטרימינג והBIG DATA דרוש/ה Full Stack Developer  מוצר הוליסטי וחדשני שנותן פתרון מEND TO END, המתבסס על אלגוריתם של BIG DATA","ניסיון עם JAVASCRIPT ניסיון עם Angular, React, Node.JS ניסיון עם כלי ביג דאתה - Spark, Kafka, Hadoop ידע בNOSQL/Cassandra/MongoDB/Redis Databases ניסיון עם machine learning algorithms יתרון - Hacker/BSc/MSc יתרון ניסיון עם open source projects יתרון ניסיון עם צד שרת של java/scala/python/ruby יתרון ניסיון עםcloud servers: Google, Amazon, Microsoft, Heroku"
494,מרכז,Senior Java Developer,328502,לחברת SU מדהימה הממוקמת באיזור מאוד נגיש במרכז ומפתחת מערכת בתחום הפרסום דרושים/ות מפתחי/ות Java תותחים/ות,"לפחות 4 ש""נ בפיתוח Pure Java ניסיון ב Hibernate, Spring ניסיון בעבודה מול DB כגון SQL/ NoSQL ניסיון ב Linux-יתרון משמעותי ניסיון ב Machine Learning- יתרון משמעותי- יפתחו בסביבת אלגוריתמים  למשרות נוספות בתחום Java Developer "
495,מרכז,Java Developer- Big Data,328500,לחברת SU מדהימה הממוקמת באיזור מאוד נגיש במרכז ומפתחת מערכת בתחום הפרסום דרושים/ות מפתחי/ות Java תותחים/ות,"תואר ראשון במדעי המחשב - יתרון לתואר שני לפחות 3 ש""נ בפיתוח Pure Java ניסיון בטכנולוגיות Big Data כגון Hadoop, HBase, Hive, Spark ועוד ניסיון ב Machine Learning- יתרון משמעותי- יפתחו בסביבת אלגוריתמיםלמשרות נוספות בתחום Java Developer"
496,שרון,Digital Business Analyst,320141,A great Hi-Tech Company in Raanana is looking for a BUSINESS ANALYST in Digital field.,"Wide knowledge of relevant front-end solution/web/mobile technologies aDegree in Computer Science or Industrial Engineering & Management - Information SystemExperience in working in and/or leading a team of cross domain solutionsProven ability to present solution using various methods (presentations, demos, etc.)"
497,מרכז,Automation Development Engineer,328480,חברה ותיקה ומבוססת העוסקת בפיתוח וייצור מוצרי תקשורת אלחוטית לרשתות מקומיות מחפשת מפתח/ת אוטומציה,"נסיון בפיתוח אוטומציה ותשתיות אוטומטיות למוצרי RT בסביבת OO - חובה! נסיון משמעותי בפיתוח בשפת JAVA  או C#– חובה  ! ידע נרחב בפרוטוקולי תקשורת ונטוורקינג - יתרון משמעותי היכרות עם Jenkins, JSystem, Perforce – יתרון משמעותי נסיון בבדיקות ואינטגרציית תוכנה – יתרון משמעותי היכרות עם טכנולגיית LTE – יתרון היכרות עם צב''ד: Wireshark, Spirent Test Center, IXIA - יתרון תארים רלוונטיים: הנדסת תוכנה / מדעי המחשב / הנדסת מערכות תקשורת / הנדסת אלקטרוניקה ומחשבים"
498,שרון,Designer,326130,"חברת סטארט-אפ חדשנית ומבוססת בתחום הפינטק מחפשת Designer אחריות: עיצוב חומרים יצירתיים על-מותג יעילים לחקור דרכים חדשות, המצאה לעצב.להשתתף ולעזור בפגישות משגה עם צוות ושותפים אחרים.עבודה במהירות וביעילות תחת לוחות זמנים הדוקים.שמירה על הבנה מעמיקה של מגמות עיצוב נוכחיות ותפקידם בתוך בסביבה מסחרית. ","מינימום של ניסיון עיצוב אתרים 2 שנים. ניסיון הדפס מועילידע מומחה של יישומים בתעשייה נפוץ, במיוחד Photoshop, InDesign ,Illustrator.יצירתיות וחדשנות יוצאת דופן. היכולת לבטא רעיונות יצירתיים היא קריטית.מצוין ניהול זמן, תקשורת, ארגוניות ופתרון בעיות מיומנויות.דיוק ותשומת לב לפרטים. היכולת לעקוב אחר כיוון.הבנת קהל היעד שלנו ואת הדרך הטובה ביותר להגיע לקהל כי באמצעות עיצוב.יכולת לעמוד בלוחות זמנים הדוקים ריבוי משימות, תוך כדי עבודה באופן עצמאי וכחלק מצוות. "
499,מרכז,Software Engineer,328464,"לחברה הממוקמת במתחם הבורסה ברמת גן ומתמחה בטכנולוגיות תלת מימד,MACHINE LEARNING ועיבוד תמונה, מפתחת מוצר מאתגר ומורכב טכנולוגית באמצעות OpenGL דרוש/ה Software Engineer הפיתוח בחברה מתבצע ב C/++C (ובעתיד יעברו ל JAVA)","בוגר/ת מדעי המחשב BS.Cמינימום 3 שנות ניסיון בתחום הפיתוח חובה - OpenGL ניסיון עם C, C ++, Java, ידע OpenGL תכנות מונחה עצמים, ניסיון עם shaders יתרונות - ידע  OpenSceneGraph    "
500,מרכז,Senior Java Server Engineer,326593,לסטארט-אפ איכותי המפתח פתרון מציל חיים לילדים עם צרכים מיוחדים דרוש/ה Senior Java Server Engineer להוביל מקצועית,"תואר במדעי המחשב או הנדסת תוכנה 5 שנות נסיון ומעלה בפיתוח מערכות מורכבות ב: Spring, Hibernate, MySQL, AWS, Linux יכולת עבודה באופן עצמאי, מוטיבציה גבוהה ובעל יכולות ארגון וירידה לפרטים נסיון בפיתוח בחברות סטאט אפ - יתרון *המשרה מיועדת לנשים וגברים כאחד*"
501,שרון,VoIP Tech Lead,328343,לחברת היי-טק בתחום הטלפוניה הנמצאת באזור השרון דרוש/ה VoIP Tech Lead,"מעל ל- 8 ש""נ בפיתוח ב- ++C /Cניסיון בעבודה עם SIP - חובה!ניסיון בעבודה עם FreeSWITCH/Asterisk/openSIPS"
502,מרכז,מוביל קבוצת מובייל ,321459,"למרכז R&D המנהל פיתוח מקצה לקצה, החל מדיזיין ועד לדליברי בטכנולוגיות מתקדמות ומתחדשות דרוש/ה מנהל/ת מחלקה למובייל. במסגרת התפקיד, יקים את המחלקה מאפס (לא יצטרך לגייס לקוחות עסקיים), ויבנה את הצוות תחתיו וינהל את הפרויקטים בתחום. ",• ניסיון בבניית והקמת צוותים• לפחות שנתיים ניסיון כראש צוות של מעל 5 איש• ניסיון בניהול פרוייקטים וממשקים פנימיים וחיצוניים• ניסיון בתפקיד בעל אוריינטציה עסקית• תואר במדעי המחשב או ידע מקביל• מעל 4 שנות ניסיון בפיתוח  אפליקציות ומערכות משולבות מובייל• ניסיון מוכח בפיתוח ל- Android• היכרות עם iOS• ידע מעמיק ב-OOD• היכרות עם טכנולוגיות חדישות ועדכניות
503,מרכז,תכניתן/ית NET.,324952,"למרכז R&D המנהל פיתוח מקצה לקצה, החל מדיזיין ועד לדליברי בטכנולוגיות מתקדמות ומתחדשות דרוש/ה מהנדס/ת תוכנה לפתח ולהוביל פתרונות חדשניים ומגוונים. במסגרת התפקיד:הבנת דרישות המוצר/מערכתשילוב פתרונות טכנולוגים עדכנים וחדשניםעיצוב ותכנון הפתרוןפיתוח הפתרון(Hands on)ממשקים מרובים מול לקוחות","תואר במדעי המחשב/הנדסת אלקטרוניקה2-5 שנות ניסיון בפיתוח ב- ב..NET (front end, backend, desktop)ניסיון בעבודה עם SQLיכולת כניסה מהירה לדברים חדשיםראש גדול, יוזמה היכרות בעבודה מול חומרהארכיטקטורות של צד שרתPythonניסיון ב- C++מערכות שליטה ובקרהRabitmq /Message que  "
504,מרכז,מנהל/ת פרוייקט ERP - SAP  בכיר/ה,327931,"לחברה היושבת בניו-יורק המפתחת ומספקת פתרונות IT דרוש/ה מנהל/ת פרוייקט ERP - SAP  בכיר/ההמועמד/ת י/תהיה אחראי/ת על הובלת הפרויקט , עבודה מול לקוחותכפיפות  ל COO היושב בN.Y  עבודה מהבית נכונות לטיסות להודו ולניו-יורק  ",מומחה/ית ERPניסיון בעבודה עם SAPהסמכת PMP - יתרון
505,מרכז,Full Stack Developer,328172,"חברת הייטק גלובלית, מצויינת ומובילה מגייסת מפתח/ת FULL STACK ","ניסיון מחברת WEB-חובה!!ניסיון בטכנולוגיות CLIENT SIDE-חובה!!לפחות 4 שנות ניסיון בפיתוח WEB עם טכנולוגיות CLIENT מתקדמות-חובה!!CLIENT SIDE-Angular, JS, CSS3, JavaScript, JSON"
506,מרכז,Low-level Developer,328227,לחברה יציבה וותיקה המפתחת מיצרת ומשווקת מוצרי אבטחה לאינטרנט דרוש Low-level Developer ,4+ שנות ניסיון בC++/Java/Python  ניסיון בKernel/Drivers ניסיון בעבודה בסביבת AGILE 4 שנות ניסיון בinternals of Operating Systems
507,מרכז,Software Developer for Web Applications,328228,לחברה ותיקה ויציבה המפתחת מיצרת ומשווקת מוצרי אבטחה לאינטרנט דרוש/ה Software Developer for Web Applications,"תואר ראשון במדעי המחשב /מערכות מידע ממוסד לימודים מוכר לפחות שנתיים ניסיון בפיתוח web applications בעזרת PHP, MySQL, Jquery, AJAX-חובה !  "
508,מרכז,מפתח/ת תוכנה בכיר/ה תשתיתי/ת DOT NET,328205,"דרוש/ה מהנדס/ת תוכנה תשתיתי/ת לפיתוח תשתית חדשה ומהפכנית בתחום ניהול המיסים בבנק בתל אביב. התפקיד כולל  פיתוח רכיבים מורכבים מ""אפס"", לקיחת חלק משמעותי באפיונים הטכנים,מציאת פתרונות טכניים לבעיות מורכבות.",
509,מרכז,Flash Developer,328210,לחברת משחקים ענקית המפתחת משחקים חברתיים בעיקר לעולמות הסלולר והרשתות החברתיות. דרוש/ה: Flash Developer,"לפחות שנתיים בפיתוח object oriented programming נסיון עם ActionScript או Flash Builder נסיון עם Unity, Cocos2D, libGDX-יתרון"
510,שרון,Mobile Software Engineer,328109,לחברת SU בהוד השרון המפתחת ומספקת פתרון לניהול פרויקטים משותפים במודל SaaS דרוש/ה Mobile Software Engineer  ,לפחות 2 שנות ניסיון בפיתוח אפליקציות למוביילניסיון בפיתוח IOS ניסיון בפיתוח של יישומים ארגוניים מבוססי אינטרנט עם דגש על מערכות SaaS בקנה מידה גדול ניסיון עם XML / JSON / שירותים REST יתרון ל-ניסיון בפיתוח  C# / ASP .NETניסיון בסביבת AGILEתואר ראשון בהנדסת תוכנהידע ב-SQL
511,מרכז,R&D Director,327022,חברת סטארט-אפ המפתחת טכנולוגיה יחודית בעולמות המוביילמגייסת R&D Directorהחברה עוסקת בעולמות המובייל וה-DATA MINING,"ניסיון ניהולי -חובה!! ניסיון בניהול צוות של לפחות 10 עובדיםנכונות לעבודת hands on-חוובה!!נכונות לעבודה בחברת סטארט אפ דינאמיתיכולת טכנולוגית חזקה, ניסיון מעולמות DATA MINING, BIG DATA, סנסורים ועיבוד אותות"
512,שפלה,Mobile Developer Android \ iOS,327801,"לחברת סטארט-אפ מצליחה בתחומה שיושבת ביבנה בצמוד לתחנת רכבת, קיימת מעל עשור ומונה מעל 20 עובדים דרוש/ה Mobile Developer Android \ iOS   ","נדרש ניסיון בפיתוח Mobile2-3 שנים ניסיון מעשי עם אנדרואיד או iOS - חובה.רקע בסיסי ברשת כולל WiFi, שירותיWiFiMobile Developer Android \ iOS  "
513,מרכז,Frontend Developer,328054,"עבור חברת סטארט אפ מצליחה בדרום ת""א המתמחה בעולם המסחר האלקטרוני, דרוש/ה מתכנת/ת לצד ה FRONTED",חובה מעל 3 שנות ניסיון ב JS/CSS/HTML
514,מרכז,C++ Programmer for the Agent Team,315597,"לחברת SU ישראלית מובילה בתחום ה-CLOUD STORAGE.  מ-2012 כבר רווחית, ומונה 130 עובדים, חברה צעירה ודינמית בתהליך צמיחה , מחפשת מפתח/ת C++ שי/תצטרף לAgent Team","תואר ראשון במדעי המחשב/הנדסת מחשבים חובה על 3 ש""נ ומעלה בפיתוח ++C ושליטה ב-OOD ו-OOP  יתרון לניסיון בסביבת UNIX, multithreading, cloud environment, virtualization, storage"
515,מרכז,Priority Developer,327986,"חברה המתמחה בשירותי ערוצי טלוויזיה ורדיו דרך לווינים, נסחרת בנסד""ק, נרכשה ע""י חברה לוקסמבורגית ומתמזגת עם חברה גרמנית - נמצאת בצמיחה ובשיא העשייה מחפשת Priority Developer  לצוות ה- IT שי/תפתח חצי מהזמן באיירפורט סיטי וחצי מהזמן בעמק האלה (בדרך לירושלים)",נסיון בעבודה עם Priority ERPנסיון במודול הפיננסייכולות תכנות טובים ב- NET. או JAVAנסיון בכתיבת סקריפטים ל- MS-SQLנסיון בתכנות והטמעה ב- Priority אנגלית ברמה גבוההתואר אקדמאי רלוונטינסיון קודם ב- PL/SQL
516,מרכז,Excellent C Developer,326677,חברת הייטק מובילה מחפשת Excellent C Developer,ניסיון בפיתוח C ניסיון בעבודה עם LINUX וNETWORKING .
517,שפלה,Server Side Developer,323893,"לחברת הייטק בתחום האינטרנט והמובייל הנשענת על תרבות של חדשנות וטכנולוגיות פורצות דרך המאפשרות למשתמשים פרטיים ועסקיים להתנהל, לתקשר ולהתחבר במגוון ערוצי תקשורת ופלטפורמות דרוש/ה: Server Side Developer","3 שנות נסיון בכתיבת- RESTful web services ב- Java.-חובה נסיון במערכות - multi-threaded ו -multi-process environment-חובה נסיון טוב עם DB-NoSql למשל: Postgres,MongoDB,Google Data Store- יתרון נסיון עם Jersey Framework-יתרון נסיון עם מערכת הפעלה Unix-יתרון נסיון עם Maven, Ant, Gradl-יתרון נסיון עם Ruby/NodeJS/Golang-יתרון"
518,מרכז,מפתח/ת Wordpress,327993,"לחברת סטארט-אפ מעולה, המפתחת פלטפורמה  להוזלת עלויות וייעול תהליכים' החברה גייסה לאחרונה  הון של 6 מיליון דולר! דרוש/ה: מפתח/ת Wordpress",שנתיים נסיון בWordpress ניסיון  בבניית אתריםפיתוח אתרים גדולים ומורכביםפיתוח Plugins  
519,שפלה,R&D Team Leader,328001,"חברת הייטק אשר מתמחה בפיתוח ועיצוב תוכנות, אשר מייעלות את התהליך לפני תחילת היצור של מעגלים מודפסים, מעוניינת לגייס ר""צ של 2 איש, קרוב לקוד, מדובר צוות שיגדל בעתיד, בכפיפות לסמנכ""ל פיתוח. ","1-2 ש""נ בתפקיד ניהוליפיתוח ב- JAVAיתרון - C/C++ניסיון ב- BIG DATA - יתרוןניסיון בעבודה עם HADOOP - יתרון"
520,שרון,SharePoint expert,321748,לחברת הייטק בינלאומית שנמצאת באזור השרון דרוש/ה מנהל/ת פרוייקט עם ניסיון בעבודה עם SharePoint   ,ניסיון בעבודה עם Sharepoint- חובה ניסיון בניהול וייעול תהליכים
521,מרכז,Node.js Principal Software Architect,327717,"לחברת SU מדהימה המפתחת מוצרים בתחום ה Cyber Security וממקומת בת""א דרוש/ה Software Architect",10 שנות ניסיון כמפתח/ת תוכנה בכיר/ה של פתרונות בקנה מידה גדולים ניסיון מעמיק בפיתוח Node.js ניסיון מעמיק בפיתוח JavaScript
522,מרכז,R&D Team Leader,326720,"חברת SU גדולה ייחודית בתחומה בתחום המט""ח אשר יושבת במרכז הארץ, מחפשת ר""צ WEB לניהול צוות המונה 6 מפתחים. ","מועמד/ת  עם ניסיון של ר""צ HO וגם מומחה/ית קליינט!! לפחות 5 שנות ניסיון בעולם ה WEB  לפחות 2 שנות ניסיון בתור ראש צוות.ניסיון פיתוח ב: HTML5, CSS3, JavaScript, JQuery, AngularJS, BackboneJS, ReactJSניסיון רב עם מסגרות JavaScript  ניסיון בעבודה עם שיטות Agile / Scrum"
523,שרון,Software Architect,327702,"לחברת SU מדהימה ובעלת פוטנציאל אדיר העוסקת בתחום ה Networking וממוקמת באיזור השרון דרוש/ה Architect תוכנה להובלה הארכיטקטורה והפיתוח של פרוטוקולי רשת, תפקיד Hands On- עבודה בכפיפות לסמנכ""ל הפיתוח","נסיון בהובלה טכנית/ ארכיטקטורה- חובה נסיון בפיתוח C/C++ על Linux-חובה ניסיון ב Networking-חובה יתרון לנסיון בפרוטוקולים  LDP, RSVP-TE, BGP, ISIS, OSPF, Multicast, IPv6  "
524,שרון,מהנדס/ת תוכנה,326680,"לחברת הייטק העוסקת בתחום התקשורת, ונמצאת באזור השרון, דרוש/ה מהנדס/ת תוכנה לפיתוח בשפת C בסביבת Linux.",ניסיון של לפחות שנתיים בפיתוח ב- C בסביבת Linux- חובה תואר ראשון רלוונטי- יתרון משמעותי
525,מרכז,Development Team Leader,327748,ספקית מובילה למוצרים של פתרונות אינטגרציה למערכות מחפשת ראש צוות לצוות פיתוח בסביבת JAVA   CLOUD,"6 שנות נסיון בפיתוח 2 שנות נסיון כר""צ נסיון ב- JAVA - Server side J2EE (Spring Framework, Amazon AWS Services, Hazelcast, GridFS, ehcache, logstash, etc.) ( WEB (JavaScript frameworks, CSS3, HTML5 נסיון בעבודה מול NoSQL נסיון בפיתוח REST או Web services"
526,מרכז,Senior SDN Software Engineer,319675,לחברת סטארט-אפ השייכת לאחת החברות המובילות והיציבות במשק ומפתחת מוצר בתחום הוירטואליזציה של  Net working  בסביבת  SDN = נט וורקינג מונחה תוכנה מחפשים  Senior SDN Software Engineer,"ניסיון בפיתוח C, Bash, Perl, Python ניסיון ב-LINUX הבנה בפתרונות תקשורת layer 2 עד layer 5 ניסיון / ידע ב- Openstack/Virtualization IT  "
527,מרכז,מפתח/ת .NET ,323904,לחברה מובילה המספקת פתרונות E-LEARNING מתקדמים  שנמצאת בשלבי התפתחות וצמיחה דרוש/ה מפתח/ת .NET .  ,
528,שרון,Communication Algorithm Engineer,322973,"חברת הייטק העוסקת בפיתוח חומרה לליבה של הPROCESS בתחום הDSP לצ'יפים, מעוניינת לגייס Communication Algorithm Engineer. ",תואר ראשון / שני מאונ מוכרתמינימום 3 שנות ניסיון בסביבת תקשורת עם מערכות cellular/wireless ניסיון בפיתוח MATLAB and C ניסיון בפיתוח  OFDMA - יתרוןניסיון בסביבת DSP processors - יתרון
529,מרכז,Data Scientist – Machine Learning,327445,"חברת START UP, אשר משווקת פלטפורמה לכל נושא ה- wellness ומנסה לזהות ולנתח מצב ריגשי של אדם וללא אינדיקציה על מצב רפואי, מושקעת ע""י אנג'לים וקרנות, מעוניינת לגייס Data Scientist – Machine Learning. ","תואר שני או שלישי במדעי המחשב/data mining/ machine learning/ מתמטיקה/ סטטיסטיקה2-3 ש""נ בפיתוח אלגוריתמים בלפחות שניים מהתחומים הבאים: ,machine learning/ feature extraction/ statistics/ audio signal processing and/or acoustics/  data mining/ business intelligence/ information retrieval/databases/ data warehousingניסיון באחת או יותר מהטכנולוגיות הבאות: MATLAB , Python, JavaScript, C/C++, C"
530,מרכז,Senior JAVA Developer,327465,לחברת הייטק בתחום הענן דרוש/ה Senior JAVA Developer,5+ שנות ניוסיון בJAVA/SERVER ניסיון מהתעשייה ניסיון בDB ניסיון עם Linux  למשרות נוספות בתחום Java Developer 
531,מרכז,FRONT END TEAM LEADER,326198,"לחברה צעירה ומצליחה המפתחת טכנולוגיית תקשורת אינטראקטיבית- שיחה חברתית, בה פיתחו סימולציה של שיחה עם אנשים דרוש/ה FRONT END TEAM LEADER לתפקיד ניהולי ",תואר ראשון רלוונטי-חובה חובה ניסיון בפיתוח אפליקציה חובה ניסיון ב-REACT
532,שרון,Automation Engineer,327236,לחברת הייטק מובילה ומצליחה בעלת סביבת עבודה דינאמית ומאתגרת הממוקמת  באיזור השרון דרוש/ה Automation Engineer לפיתוח בקדמת הטכנולוגיה.,"אם את או אתה רואים עצמכם עובדים בסביבה טכנולוגית מאתגרת לטווח ארוך, זה המקום בשבילכם.הניסיון הדרוש:תואר B.SC  במדעי המחשב/אלקטרוניקה. 2-6 ניסיון בפיתוח אוטומציה במגוון שפות פיתוח.  "
533,מרכז,Senior Developer,321996,"חברת S.U. מעולה ומובילת תחום שעוסקת במניעת וחסימת פרסומות בטלפונים ניידים מגייסת מפתחים/ות בכירים/ות להצטרפות לצוות הפיתוח של החברה. חברה מאוד טכנולוגית אשר מפתחת מוצר מהפכני, לאחר סבבי גיוס הון ובעלת הון אנושי איכותי ביותר","חובה על ניסיון של שנתיים ומעלה בפיתוח Python/ Javascript/ Java, ניסיון ב-LINUX ניסיון בפרוטוקולי תקשורת - יתרון ניסיון ב-Node.js - יתרון"
